lang	dataset	user_type	original_id	gender	segment	tgt	raw_word_count	time_to_edit	suggestion	secs_per_word	parsed_time_to_edit	last_translation	HTER
es	mtgen_a	professional	608	M	Tikhonov worked as an assistant engineer from 1924 to 1926.	Tikhonov trabajó como ingeniero adjunto de 1924 a 1926.	10	0	Tikhonov trabajó como asistente de ingeniería de 1924 a 1926.	0.0	0:00:00	Tikhonov trabajó como asistente de ingeniería de 1924 a 1926.	0.0
es	mtgen_a	professional	721	M	Before becoming a writer, Kuznetsov studied ballet and acting, tried painting and music, worked as a carpenter, road builder, concrete worker, helped build the Kakhovka hydroelectric power plant on the Dniper river, and worked on the Irkutsk and Bratsk hydroelectric power plants in Siberia.	Antes de ser escritor Kuznetsov estudió ballet y actuación, probó la pintura y la música, trabajó como carpintero, constructor de carretera, armador de hormigón, ayudó a construir la central hidroélectrica Kakhovka en el río Dniéper, y trabajó en las centrales hidroeléctricas de Irkutsk y Bratsk en Siberia.	44	95748	Antes de convertirse en escritor, Kuznetsov estudió ballet y actuación, probó la pintura y la música, trabajó como carpintero, constructor de carreteras, albañil, ayudó a construir la central hidroeléctrica de Kakhovka en el río Dniper y trabajó en las centrales hidroeléctricas de Irkutsk y Bratsk en Siberia.	2.2	0:01:36	Antes de convertirse en escritor, Kuznetsov estudió balé y actuación, probó la pintura y la música, trabajó como carpintero, constructor de carreteras y albañil, ayudó a construir la central hidroeléctrica de Kajovka en el río Dniéper y trabajó en las centrales hidroeléctricas de Irkutsk y Bratsk en Siberia.	7.4074074074074066
es	mtgen_a	professional	793	M	By the end of World War II, Assistant Commissioner A (Operations and Administration) was responsible for all uniformed police, including specialist units, except traffic police, which were under Assistant Commissioner B (Traffic).	Al final de la Segunda Guerra Mundial, el subcomisario A (operaciones y administración) era responsable de toda la policía uniformada, incluidas las unidades especializadas, excepto la policía de tráfico, que dependía del subcomisario B (tráfico).	32	0	Al final de la Segunda Guerra Mundial, el Comisionado Adjunto A (Operaciones y Administración) era responsable de toda la policía uniformada, incluidas las unidades especializadas, excepto la policía de tránsito, que estaba bajo el Comisionado Adjunto B (Tráfico).	0.0	0:00:00	Al final de la Segunda Guerra Mundial, el Comisionado Adjunto A (Operaciones y Administración) era responsable de toda la policía uniformada, incluidas las unidades especializadas, excepto la policía de tránsito, que estaba bajo el Comisionado Adjunto B (Tráfico).	0.0
es	mtgen_a	professional	1018	M	Within the production company, Grammer has worked as a creator, writer and executive producer.	En la empresa productora Grammer ha trabajado como creador, escritor y productor ejecutivo.	14	0	Dentro de la productora, Grammer ha trabajado como creador, escritor y productor ejecutivo.	0.0	0:00:00	Dentro de la productora, Grammer ha trabajado como creador, escritor y productor ejecutivo.	0.0
es	mtgen_a	professional	382	M	During World War I, Zoshchenko served in the army as a field officer, was wounded in action several times, and was heavily decorated.	Durante la Primera Guerra Mundial, Zoshchenko sirvió en el ejército como oficial de campo, fue herido en combate en varias ocasiones y fue altamente condecorado.	23	0	Durante la Primera Guerra Mundial, Zoshchenko sirvió en el ejército como oficial de campo, fue herido en combate varias veces y recibió numerosas condecoraciones.	0.0	0:00:00	Durante la Primera Guerra Mundial, Zoshchenko sirvió en el ejército como oficial de campo, fue herido en combate varias veces y recibió numerosas condecoraciones.	0.0
es	mtgen_a	professional	304	M	Souphanouvong became commander in chief, as well as minister of foreign affairs.	Souphanouvong se convirtió en comandante en jefe y en ministro de Asuntos Exteriores.	12	0	Souphanouvong se convirtió en comandante en jefe y ministro de Asuntos Exteriores.	0.0	0:00:00	Souphanouvong se convirtió en comandante en jefe y ministro de Asuntos Exteriores.	0.0
es	mtgen_a	professional	601	M	Nattier aspired to be a history painter.	Nattier aspiraba a ser un pintor histórico.	7	31207	Nattier aspiraba a ser pintor de historia.	4.5	0:00:31	Nattier aspiraba a ser pintor histórico.	25.0
es	mtgen_a	professional	533	M	Work (composer), role, conductor, year of recording, label.	Trabajo (compositor), papel, director, año de grabación, sello.	8	0	Obra (compositor), rol, director de orquesta, año de grabación, sello.	0.0	0:00:00	Obra (compositor), rol, director de orquesta, año de grabación, sello.	0.0
es	mtgen_a	professional	374	M	Pilous would be coach &amp; general manager of the team, and MacDonald would be secretary &amp; treasurer.	Pilous sería el entrenador y el gerente general del equipo, y MacDonald sería el secretario y tesorero.	15	0	Pilous sería el entrenador y director general del equipo, y MacDonald sería el secretario y tesorero.	0.0	0:00:00	Pilous sería el entrenador y director general del equipo, y MacDonald sería el secretario y tesorero.	0.0
es	mtgen_a	professional	265	M	Though the story hardly strays from the focus of the four first-year classes labeled 1-A through 1-D, the mishaps that occur in them, the teacher's lounge, and on school trips also become sources of material for topical allusions regarding satire, anime, Internet, gaming, and popular culture.	A pesar de que la historia apenas se desvía del foco de las cuatro clases de primer año, marcadas de 1-A a 1D, los percances que ocurren en ellas, el salón del profesor y en las excursiones escolares también se convierten en fuentes de material para alusiones tópicas que aluden a la sátira, el anime, internet, los videojuegos y la cultura popular.	48	173978	Aunque la historia apenas se desvía del enfoque de las cuatro clases de primer año etiquetadas del 1-A al 1-D, los percances que ocurren en ellas, en la sala de profesores y en los viajes escolares también se convierten en fuentes de material para alusiones actuales sobre la sátira, anime, Internet, juegos y cultura popular.	3.6	0:02:54	Aunque la historia apenas se desvía del enfoque de las cuatro clases de primer año etiquetadas del 1-A al 1-D, los percances que ocurren en ellas, en la sala de profesores y en los viajes escolares también se convierten en fuentes de material para alusiones tópicas sobre la sátira, el anime, Internet, los juegos y la cultura popular.	6.153846153846154
es	mtgen_a	professional	187	M	There are assumptions such as that every house would have, at least, a housekeeper and multiple children.	Hay suposiciones tales como que cada casa tendría, al menos, un casero y varios niños.	17	101921	Hay suposiciones como que cada casa tendría, al menos, un ama de llaves y varios hijos.	6.0	0:01:42	Hay suposiciones como que cada casa tendría, al menos, un mayordomo y varios hijos.	15.789473684210526
es	mtgen_a	professional	270	M	Kahane is the author of Passions of the Voice, a study of narrative and the strategies of hysteric discourse.	Kahane es el autor de Passions of the Voice, un estudio de narrativa y estrategias de discurso histérico.	19	0	Kahane es autor de Passions of the Voice, un estudio sobre la narrativa y las estrategias del discurso histérico.	0.0	0:00:00	Kahane es autor de Passions of the Voice, un estudio sobre la narrativa y las estrategias del discurso histérico.	0.0
es	mtgen_a	professional	623	M	Hevia, who was also a surgeon, had been the first Cuban national to graduate from the United States Naval Academy at Annapolis, as a member of the Class of 1920.	Hevia, quien era también cirujano, había sido el primer nacional Cubano en graduarse en la Academia Naval en Annapolis de los estados Unidos, como miembro de la clase de 1920.	30	0	Hevia, que también era cirujano, había sido el primer ciudadano cubano en graduarse de la Academia Naval de los Estados Unidos en Annapolis, como miembro de la promoción de 1920.	0.0	0:00:00	Hevia, que también era cirujano, había sido el primer ciudadano cubano en graduarse de la Academia Naval de los Estados Unidos en Annapolis, como miembro de la promoción de 1920.	0.0
es	mtgen_a	professional	914	M	The writer expanded the story by both fleshing out each character and allowing room for new musical numbers.	El escritor expandió la historia, tanto desgranando cada personaje como haciendo hueco para números musicales nuevos.	18	23782	El escritor amplió la historia dando cuerpo a cada personaje y dejando espacio para nuevos números musicales.	1.3	0:00:24	El escritor amplió la historia aportando complejidad a cada personaje y dejando espacio para nuevos números musicales.	11.11111111111111
es	mtgen_a	professional	898	M	The crowd pleasing athlete placed 4th at the 1992 Olympic trials and was awarded a place on the United States Olympic team.	El irresistible atleta se ubicó en el 4o lugar en las pruebas Olímpicas en 1992 y se ganó un lugar en el Equipo Olímpico de los Estados Unidos.	22	93646	El atleta que complació al público quedó en cuarto lugar en las pruebas olímpicas de 1992 y obtuvo un lugar en el equipo olímpico de Estados Unidos.	4.3	0:01:34	El atleta favorito del público quedó en cuarto lugar en las pruebas olímpicas de 1992 y obtuvo un lugar en el equipo olímpico de Estados Unidos.	10.714285714285714
es	mtgen_a	professional	58	M	It is based on a contemporaneous diary of events kept by the author from 1990 to 1996 while employed by GPA and subsequently GECAS.	Está basado en un diario de eventos de un contemporáneo guardado por el autor de 1990 a 1996 mientras era empleado por GPA y subsecuentemente GECAS.	24	61623	Se basa en un diario contemporáneo de acontecimientos llevado por el autor de 1990 a 1996 mientras trabajaba para GPA y posteriormente para GECAS.	2.6	0:01:02	Se basa en un diario contemporáneo de acontecimientos que el autor escribió entre 1990 a 1996 mientras trabajaba para GPA y posteriormente para GECAS.	16.0
es	mtgen_a	professional	426	M	Spielberg says that the effect of not seeing the driver makes the real villain of the film the truck itself, rather than the driver.	Spielberg dice que el efecto de no ver al conductor hace que el verdadero villano de la película sea el camión en sí, en vez de el conductor.	24	54375	Spielberg dice que el efecto de no ver al conductor convierte al verdadero villano de la película en el camión, en lugar del conductor.	2.3	0:00:54	Spielberg afirma que el efecto de no ver al conductor convierte al verdadero villano de la película en el camión, en lugar de al conductor.	11.538461538461538
es	mtgen_a	professional	390	M	The other driver was seriously injured.	El otro conductor fue gravemente herido.	6	0	El otro conductor resultó gravemente herido.	0.0	0:00:00	El otro conductor resultó gravemente herido.	0.0
es	mtgen_a	professional	56	M	Vaiko is now the general secretary of the MDMK party.	Vaiko es ahora el secretario general del partido MDMK.	10	9843	Vaiko es ahora la secretaria general del partido MDMK.	1.0	0:00:10	Vaiko es ahora el secretario general del partido MDMK.	20.0
es	mtgen_a	professional	722	M	Luff had become perhaps the most prolific philatelic writer of the age, with works ranging from the tutorial What Philately Teaches Us (1899) to the classic reference work The Postage Stamps of the United States (1902), and numerous articles in the AJP and Mekeel's Weekly Stamp News.	"Luff se había convertido quizás en el escritor filatélico más prolífico de la época, con obras que abarcaban desde el tutorial ""What Philately Teaches Us"" (1899) hasta la obra de referecia clásica ""The Postage Stamps of the United States"" (1902) y numerosos artículos en AJP y Mekeel's Weekly Stamp News."	47	142518	Luff se había convertido quizás en el escritor filatélico más prolífico de la época, con obras que iban desde el tutorial What Philately Teaches Us (1899) hasta la obra de referencia clásica The Postage Stamps of the United States (1902), y numerosos artículos en el AJP y Mekeel. Noticias semanales de sellos.	3.0	0:02:23	Luff se había convertido quizás en el escritor filatélico más prolífico de la época, con obras que iban desde el tutorial What Philately Teaches Us (1899) hasta la obra de referencia clásica The Postage Stamps of the United States (1902), y numerosos artículos en el AJP y en Mekeel's Weekly Stamp News.	10.0
es	mtgen_a	professional	74	M	The first incident involved Seligman's declining the post of Secretary of the Treasury.	El primer incidente implicó que Seligman declinara el puesto de Secretario del Tesoro.	13	0	El primer incidente implicó que Seligman rechazara el puesto de Secretario del Tesoro.	0.0	0:00:00	El primer incidente implicó que Seligman rechazara el puesto de Secretario del Tesoro.	0.0
es	mtgen_a	professional	444	M	The firm in which Hayek was CEO, split into two entities in 2006 following Hayek's departure to join the Lebanese Government under Prime Minister Siniora.	El despacho en el cual Hayek era el CEO se dividió en dos entidades en 2006, después de la salida de Hayek para unirse al Gobierno libanés a cargo del Primer Ministro Siniora.	25	40739	La empresa en la que Hayek era director ejecutivo se dividió en dos entidades en 2006 tras la salida de Hayek para unirse al gobierno libanés bajo el primer ministro Siniora.	1.6	0:00:41	La empresa en la que Hayek era director ejecutivo se dividió en dos entidades en 2006 tras la salida de Hayek para unirse al Gobierno libanés con el primer ministro Siniora.	6.25
es	mtgen_a	professional	238	M	This book was the result of ten years of researching the life of the photographer and political activist.	Este libro es el resultado de diez años de investigación de la vida del fotógrafo y activista político.	18	0	Este libro fue el resultado de diez años de investigación sobre la vida del fotógrafo y activista político.	0.0	0:00:00	Este libro fue el resultado de diez años de investigación sobre la vida del fotógrafo y activista político.	0.0
es	mtgen_a	professional	164	M	The artist uses illusion techniques to re-appear unharmed.	El artista usa técnicas de espejismo para reaparecer ileso.	8	0	El artista utiliza técnicas de ilusión para reaparecer ileso.	0.0	0:00:00	El artista utiliza técnicas de ilusión para reaparecer ileso.	0.0
es	mtgen_a	professional	328	M	After graduating the university, from 1927 to 1930 D. Ivanenko was a scholarship student and then a research scientist at the Physical Mathematical Institute of Academy of Sciences of USSR.	Tras graduarse en la universidad, de 1927 a 1939, el Sr. Ivanenko fue un estudiante becado y, después, científico investigador en el Instituto de Física y Matemáticas de la Academia de Ciencias de la URSS.	30	45123	Después de graduarse en la universidad, de 1927 a 1930 D. Ivanenko fue estudiante becado y luego científico investigador en el Instituto Físico-Matemático de la Academia de Ciencias de la URSS.	1.5	0:00:45	Tras graduarse en la universidad, de 1927 a 1930 D. Ivanenko fue estudiante becado y luego científico investigador en el Instituto Físico-Matemático de la Academia de Ciencias de la URSS.	5.88235294117647
es	mtgen_a	professional	96	M	The author notes in the foreword of the 1994 reprint of this book that medical practices (both the culture, technology and finances) have changed significantly since the book was written, but that the text was left as is to give us a more complete glimpse into the past.	El autor menciona en el prólogo de la reimpresión de 1994 de su libro, que las prácticas médicas (tanto la cultura, la tecnología como las finanzas) han cambiado notablemente desde que se escribió el libro, pero que el texto no se alteró para darnos una perspectiva más amplia del pasado.	48	52773	El autor señala en el prólogo de la reimpresión de este libro en 1994 que las prácticas médicas (tanto la cultura, como la tecnología y las finanzas) han cambiado significativamente desde que se escribió el libro, pero que el texto se dejó como está para darnos una visión más completa de el pasado.	1.1	0:00:53	El autor señala en el prólogo de la reimpresión de este libro en 1994 que las prácticas médicas (tanto la cultura, como la tecnología y las finanzas) han cambiado significativamente desde que se escribió el libro, pero que el texto no se ha modificado con el fin de ofrecernos una visión más completa de el pasado.	13.79310344827586
es	mtgen_a	professional	191	M	As the first Secretary of Education, Hufstedler's agenda has been depicted as being focused on strengthening state and federal interrelationships, as well as educational equity.	Como primer Secretario de Educación, la agenda de Hufstedler ha sido representada como enfocada en el fortalecimiento de las interrelaciones estatales y federales, así como en la equidad educativa.	25	112486	Como primer Secretario de Educación, se ha descrito que la agenda de Hufstedler se centra en fortalecer las interrelaciones estatales y federales, así como la equidad educativa.	4.5	0:01:52	En su condición de primer Secretario de Educación, la agenda de Hufstedler se centra en fortalecer las interrelaciones estatales y federales, así como la equidad educativa.	26.666666666666668
es	mtgen_a	professional	97	M	From 1945 to 1946, Seibt was the first secretary of the Brandenburg district leadership and a member of the KPD Brandenburg state leadership.	De 1945 a 1946, Seibt fue el primer secretario del liderazgo del distrito de Brandenburg y un miembro de la KDP Brandenburg state leadership.	23	28036	De 1945 a 1946, Seibt fue el primer secretario de la dirección del distrito de Brandeburgo y miembro de la dirección estatal del KPD de Brandeburgo.	1.2	0:00:28	De 1945 a 1946, Seibt fue el primer secretario de la dirección del distrito de Brandeburgo, además de miembro de la dirección estatal del KPD de Brandeburgo.	10.714285714285714
es	mtgen_a	professional	917	M	From 1989 to 1995 Widder was scientific assistant at the University of Münster.	De 1989 a 1995 Widder fue asistente científico en la Universidad de Münster.	13	0	De 1989 a 1995, Widder fue asistente científico en la Universidad de Münster.	0.0	0:00:00	De 1989 a 1995, Widder fue asistente científico en la Universidad de Münster.	0.0
es	mtgen_a	professional	473	M	The decision of one of them to become a scientist leads to disapproval.	La decisión de uno de ellos de ser científico conlleva desaprobación.	13	0	La decisión de uno de ellos de convertirse en científico genera desaprobación.	0.0	0:00:00	La decisión de uno de ellos de convertirse en científico genera desaprobación.	0.0
es	mtgen_a	professional	207	M	Also in 1968, the EEOC ruled that sex was not a bona fide occupational requirement to be a flight attendant.	También en 1968, la Comisión para la Igualdad de Oportunidades en el Empleo de los Estados Unidos (EEOC) dictó que el sexo no era un requisito profesional bona fide para ser azafato de vuelo.	20	0	También en 1968, la EEOC dictaminó que el sexo no era un requisito ocupacional de buena fe para ser asistente de vuelo.	0.0	0:00:00	También en 1968, la EEOC dictaminó que el sexo no era un requisito ocupacional de buena fe para ser asistente de vuelo.	0.0
es	mtgen_a	professional	99	M	Prowse is the author of A History of Newfoundland which is considered one of the most complete and meticulous colonial history books in existence.	Prowse es el autor de A History of Newfoundland, considerado uno de los libros de historia colonial más completos y meticulosos que existen.	24	13968	Prowse es el autor de Una historia de Terranova, considerado uno de los libros de historia colonial más completos y meticulosos que existen.	0.6	0:00:14	Prowse es el autor de Una historia de Terranova, considerado uno de los libros sobre historia colonial más completos y meticulosos que existen.	4.0
es	mtgen_a	professional	706	M	The exhibition assembled more than 100 seminal works (about 60 paintings and 40 drawings) that demonstrated the artist's range as a painter as well as a draftsman.	La exposición reunió más de 100 obras seminales (aproximadamente 60 pinturas y 40 dibujos) que demostraban el rango del artista como pintor y como dibujante.	27	32452	La exposición reunió más de 100 obras fundamentales (alrededor de 60 pinturas y 40 dibujos) que demostraron el alcance del artista como pintor y dibujante.	1.2	0:00:32	La exposición reunió más de 100&#xA0;obras fundamentales (alrededor de 60&#xA0;pinturas y 40&#xA0;dibujos) que demostraron el alcance del artista como pintor y dibujante.	42.85714285714285
es	mtgen_a	professional	340	M	A renowned engineer and politically independent, Narutowicz was the first elected head of state following Poland's regained sovereignty from partitioning powers.	Narutowicz, ingeniero de renombre y políticamente independiente, fue el primer jefe de Estado elegido tras la recuperación de la soberanía de Polonia de las potencias partidoras.	21	15923	Narutowicz, un ingeniero de renombre y políticamente independiente, fue el primer jefe de estado electo después de que Polonia recuperara la soberanía de las potencias divididas.	0.8	0:00:16	Narutowicz, un ingeniero de renombre e independiente desde el punto de vista político, fue el primer jefe de estado electo después de que Polonia recuperara la soberanía de las potencias divididas.	27.58620689655172
es	mtgen_a	professional	202	M	The MEK has published a letter on Albanian media 2018, introducing Somayeh as its author.	La MEK ha publicado una carta en el medio de comunicación albano 2018, presentando a Somayeh como su autor.	15	0	El MEK publicó una carta en los medios albaneses en 2018, presentando a Somayeh como su autor.	0.0	0:00:00	El MEK publicó una carta en los medios albaneses en 2018, presentando a Somayeh como su autor.	0.0
es	mtgen_a	professional	179	M	The album peaked at number 14 on the UK Classical Chart, and Brava became the biggest selling Finnish classical artist at the time.	El álbum alcanzó el número 14 en el UK Classical Chart, y Brava se convirtió en el artista clásico finlandés más vendido del momento.	23	0	El álbum alcanzó el puesto 14 en la lista de música clásica del Reino Unido y Brava se convirtió en el artista clásico finlandés con mayores ventas en ese momento.	0.0	0:00:00	El álbum alcanzó el puesto 14 en la lista de música clásica del Reino Unido y Brava se convirtió en el artista clásico finlandés con mayores ventas en ese momento.	0.0
es	mtgen_a	professional	1075	M	The firm was initially supportive, but after it obtained phone records of calls between Newsweek writer Isikoff and the firm's office showing that Radack appeared to be the leaker of government emails, that changed.	La empresa al principio la apoyó, pero después de conseguir registros telefónicos entre el escritor de Newsweek Isikoff y la oficina de la empresa que sugerían que Radack era el que filtraba los correos del gobierno, eso cambió.	34	28063	La empresa inicialmente lo apoyó, pero después de obtener registros telefónicos de llamadas entre el escritor de Newsweek Isikoff y la oficina de la empresa que mostraban que Radack parecía ser el filtrador de correos electrónicos del gobierno, eso cambió.	0.8	0:00:29	La empresa lo apoyó al principio, pero después de obtener registros telefónicos de llamadas entre el escritor de Newsweek Isikoff y la oficina de la empresa que mostraban que Radack parecía ser el filtrador de correos electrónicos del gobierno, las cosas cambiaron.	13.953488372093023
es	mtgen_a	professional	132	M	Bacellar was also a teacher of geography and of Brazilian Studies in military schools.	Bacellar también era profesor de Geografía y Estudios Brasileños en escuelas militares.	14	4128	Bacellar también fue profesor de geografía y de estudios brasileños en escuelas militares.	0.3	0:00:04	Bacellar también fue profesor de geografía y de estudios brasileños en academias militares.	7.142857142857142
es	mtgen_a	professional	145	M	Mulko is the artist who has drawn more episodes of Nippur; more than 150 in two stages: between 1972 and 1976, and between 1988 and 1994.	Mulko es el artista que más episodios de Nippur ha dibujado, más de 150 en dos etapas: de 1972 a 1976, y de 1988 a 1994.	26	0	Mulko es el artista que ha dibujado más episodios de Nippur; más de 150 en dos etapas: entre 1972 y 1976, y entre 1988 y 1994.	0.0	0:00:00	Mulko es el artista que ha dibujado más episodios de Nippur; más de 150 en dos etapas: entre 1972 y 1976, y entre 1988 y 1994.	0.0
es	mtgen_a	professional	808	M	Shaham was editor-in-chief of Sifriat Poalim Publishing House.	Shaham fue editor en jefe de la editorial Sifriat Poalim.	8	0	Shaham era editor en jefe de la editorial Sifriat Poalim.	0.0	0:00:00	Shaham era editor en jefe de la editorial Sifriat Poalim.	0.0
es	mtgen_a	professional	945	M	Watters was a keen gardener and played contract bridge and mahjong to a high level.	Watters era un apasionado jardinero y jugaba al bridge y al mahjong a niveles altos.	15	12134	Watters era un gran jardinero y jugaba bridge y mahjong a un alto nivel.	0.8	0:00:12	Watters era un gran jardinero y jugaba al bridge y al mahjong a un alto nivel.	13.333333333333334
es	mtgen_a	professional	823	M	The doctor also takes time to solve a mystery with the aid of Kling, the Dog Detective.	El médico también se toma su tiempo para resolver un misterio con la ayuda de Kling, el Perro Detective.	17	0	El médico también se toma su tiempo para resolver un misterio con la ayuda de Kling, el perro detective.	0.0	0:00:00	El médico también se toma su tiempo para resolver un misterio con la ayuda de Kling, el perro detective.	0.0
es	mtgen_a	professional	617	M	As a professor, Feaver has been the recipient of numerous teaching awards.	Como profesor, a Feaver le dieron varios premios de enseñanza.	12	0	Como profesor, Feaver ha recibido numerosos premios de enseñanza.	0.0	0:00:00	Como profesor, Feaver ha recibido numerosos premios de enseñanza.	0.0
es	mtgen_a	professional	1048	M	After a 17-year spell as an international athlete Holroyd retired in 2006 due to injury and moved into coaching.	Después de un período de 17 años como atleta internacional, Holroyd se retiró en 2006 por una lesión y pasó a ser entrenador.	20	0	Después de 17 años como atleta internacional, Holroyd se retiró en 2006 debido a una lesión y pasó a ser entrenador.	0.0	0:00:00	Después de 17 años como atleta internacional, Holroyd se retiró en 2006 debido a una lesión y pasó a ser entrenador.	0.0
es	mtgen_a	professional	524	M	Between 2011 and 2013, Singhal worked as a Senior Innovation Executive at Scottish Enterprise, before joining Mattel as a Project Quality Engineer in 2013.	Entre 2011 y 2013, Singhal trabajó como Director Ejecutivo de Innovación en Scottish Enterprise, antes de unirse a Mattel como ingeniero de calidad de proyectos en 2013.	24	0	Entre 2011 y 2013, Singhal trabajó como ejecutivo senior de innovación en Scottish Enterprise, antes de unirse a Mattel como ingeniero de calidad de proyectos en 2013.	0.0	0:00:00	Entre 2011 y 2013, Singhal trabajó como ejecutivo senior de innovación en Scottish Enterprise, antes de unirse a Mattel como ingeniero de calidad de proyectos en 2013.	0.0
es	mtgen_a	professional	955	M	Hangal served as honorary music professor of the Karnataka University.	Hangal se desempeñó como profesor honorario de música de la Universidad de Karnakata.	10	21992	Hangal se desempeñó como profesor honorario de música de la Universidad de Karnataka.	2.2	0:00:22	Hangal realizó funciones de profesor honorario de música de la Universidad de Karnataka.	21.428571428571427
es	mtgen_a	professional	516	M	Hamburger joined the Swiss military in 1939 and was promoted to chief of the telecommunication troops in 1950.	Hamburger se unió al ejército Suizo en 1939 y fue ascendido a jefe de las tropas de telecomunicaciones en 1950.	18	0	Hamburger se unió al ejército suizo en 1939 y fue ascendido a jefe de las tropas de telecomunicaciones en 1950.	0.0	0:00:00	Hamburger se unió al ejército suizo en 1939 y fue ascendido a jefe de las tropas de telecomunicaciones en 1950.	0.0
es	mtgen_a	professional	51	M	By 1900 most Parisians familiar with the local news weeklies were aware of the artist's work.	En 1900 la mayoría de parisinos familiarizados con los semanarios de noticias locales estaban al tanto del trabajo del artista.	16	0	En 1900, la mayoría de los parisinos familiarizados con los semanarios de noticias locales conocían el trabajo del artista.	0.0	0:00:00	En 1900, la mayoría de los parisinos familiarizados con los semanarios de noticias locales conocían el trabajo del artista.	0.0
es	mtgen_a	professional	841	M	Ahlfors worked as an associate professor at the University of Helsinki from 1933 to 1936.	Ahlfors trabajó como profesor asociado en la Universidad de Helsinki de 1933 a 1936.	15	0	Ahlfors trabajó como profesor asociado en la Universidad de Helsinki de 1933 a 1936.	0.0	0:00:00	Ahlfors trabajó como profesor asociado en la Universidad de Helsinki de 1933 a 1936.	0.0
es	mtgen_a	professional	435	M	With the way I am though, both for Juventus and for the national team I have always considered myself a soldier, so I could never desert a possible call in the future if needed.	Sin embargo, con mi forma de ser tanto para la Juventus como para el equipo nacional, siempre me he considerado un soldado, y nunca podría abandonar una posible llamada en el futuro, de ser necesario.	34	36276	Sin embargo, tal como soy, tanto en la Juventus como en la selección nacional siempre me he considerado un soldado, por lo que nunca podría abandonar una posible convocatoria en el futuro si fuera necesario.	1.1	0:00:36	Sin embargo, siendo como soy, tanto en la Juventus como en la selección nacional siempre me he considerado un soldado, por lo que nunca podría abandonar una posible convocatoria en el futuro si lo necesitase.	7.6923076923076925
es	mtgen_a	professional	815	M	Through connections to Mugabe personally and good results, Mudenda was soon promoted to provincial administrator and provincial governor.	Gracias a sus buenos resultados y a sus conexiones personales hasta Mugabe, Mudenda pronto fue ascendido a administrador provincial y gobernador provincial.	18	19531	Gracias a conexiones personales con Mugabe y buenos resultados, Mudenda pronto fue ascendido a administrador provincial y gobernador provincial.	1.1	0:00:20	Gracias a conexiones personales con Mugabe y a los buenos resultados, Mudenda pronto fue ascendido a administrador provincial y gobernador provincial.	9.523809523809524
es	mtgen_a	professional	147	M	As well as the one day series against Pakistan, Cook was overlooked for the 2006 Champions Trophy squad.	Así como en la serie de un día contra Pakistán, Cook no fue incluido en la selección del Trofeo de Campeones de 2006.	18	47570	Además de la serie de un día contra Pakistán, Cook fue pasado por alto para el equipo del Champions Trophy 2006.	2.6	0:00:48	Además de la serie de un día contra Pakistán, Cook fue obviado para el equipo del Champions Trophy 2006.	13.043478260869565
es	mtgen_a	professional	922	M	Chikwe became a radio journalist, editor and a publisher.	Chikwe se convirtió en periodista de radio, editor y redactor.	9	42553	Chikwe se convirtió en periodista de radio, editor y editor.	4.7	0:00:43	Chikwe se convirtió en periodista de radio, editor y director.	8.333333333333332
es	mtgen_a	professional	195	M	The catalogue of the 1963 Bodley Gallery show contains a long essay by the artist, and the following three quoted passages capture many of the concerns described here:	El catálogo de 1963 de la exposición de la Bodley Gallery contiene un largo ensayo del artista y los siguientes tres pasajes citados capturan muchas de las preocupaciones aquí descritas:	28	18904	El catálogo de la exposición de la Galería Bodley de 1963 contiene un largo ensayo del artista, y los siguientes tres pasajes citados capturan muchas de las preocupaciones aquí descritas:	0.7	0:00:19	El catálogo de la exposición de la Galería Bodley de 1963 contiene un largo ensayo del artista y los siguientes tres pasajes citados capturan muchas de las preocupaciones aquí descritas:	3.125
es	mtgen_a	professional	692	M	Reverend Ullrich was called as the assistant pastor.	El reverendo Ullrich fue llamado como pastor asistente.	8	0	El reverendo Ullrich fue llamado como pastor asistente.	0.0	0:00:00	El reverendo Ullrich fue llamado como pastor asistente.	0.0
es	mtgen_a	professional	454	M	Wriedt was appointed executive officer of Cystic Fibrosis Tasmania in 2010.	Wriedt fue nombrado director ejecutivo de Cystic Fibrosis Tasmania en 2010.	11	0	Wriedt fue nombrado director ejecutivo de Cystic Fibrosis Tasmania en 2010.	0.0	0:00:00	Wriedt fue nombrado director ejecutivo de Cystic Fibrosis Tasmania en 2010.	0.0
es	mtgen_a	professional	884	M	That led to a second career as a writer.	Que lo condujo a una segunda carrera como escritor.	9	0	Eso le llevó a una segunda carrera como escritor.	0.0	0:00:00	Eso le llevó a una segunda carrera como escritor.	0.0
es	mtgen_a	professional	312	M	Fulwood was chief media strategist for Human Rights Now!	Fulwood era jefe estratega de medios de comunicación para Human Rights Now!	9	39928	Fulwood fue el estratega jefe de medios de Human Rights Now!	4.4	0:00:40	Fulwood fue jefe de Estrategia para Medios de Human Rights Now!	33.33333333333333
